user_id,tweet_id,class,tweet_text_clean
user0373,08daeeab7276,control,"natilla sin lácteos ni harinas ni nada refinado ni artificial, sí se puede! cremosa, aterciopeladapartimos de arroz integral en granomermelada alcalina,de mi curso navideño la semana pasada vegan veganfood healthylife organicfood vegan glutenfree healthyeating"
user0374,471f420b8afd,anorexia,es un alivio poder despertar y ver que tu peso está más bajo que ayer pero no es suficiente nunca lo es. analimia gordabulimica
user0375,b8e14a6d1173,control,"¡7 días, 7 razones para entrenar! sábado porque la satisfacción de haberse superado a uno mismo no tiene precio sigamosadelante nossobran razonesparaestarenforma exito28madrid"
user0376,c2a2934be5c7,control,"¿qué mejor para la obesidadinfantil q motivar a niños a comer sano? priorizar la ,pq comer bien,sienta bien. para eso son las pegatinasrealfooder un punto 1por cada día superado para el cole merienda saludable o en casa ¿os gustan?"
user0377,54dcecb276ba,control,"este fin de semana pasado, parte del equipo anmama cocinando en cercedilla para un curso. ensalada de col lombarda y rabanitos con nueces, wok de verduras con garbanzos al toque de comino y cayena, y hamburguesas de mijo y tahin. realfooding healthyfood comersano"
user0378,02fb54e9b280,anorexia,600 normalmente con límite de 700 y 700 con limite de 1000 en ocasiones muy especiales si es menos de 500 mejor proana thinspo
user0379,250a932cd6ce,control,bajardepeso cinco ejercicios para dar forma y volumen a tus pectorales
user0380,e9b2dca4fff7,anorexia,laxante lo mejor. de la vida.
user0381,3bb22dcb7d3e,anorexia,los chicles sin azúcar también distraen
user0382,f342fa819791,control,cuando aparece un realfooder en la sexta y no quiere comerse una croqueta ultraprocesada.
user0383,7ab316173868,anorexia,gorda por todas partes brazosgordos gordos brazos dreamskinny
user0384,f6bceb455291,anorexia,no destrosen sus cuerpos ni busquen ser aceptadas por que en uds esta la escencia de mujer sea como sean son joyas preciosas
user0385,ecaec913ebbf,anorexia,¿ por qué no te quieres un poquito dejas de comer ? lo que nadie te dirá a la cara pero lo pensará mil veces. proana donteat
user0386,5da789000410,control,los lunes en casa comemos legumbres. comenzamos la semana con unas lentejas sin piel con encurtidos. felizlunes recetas comidasaludable
user0387,40e481da87c1,anorexia,siento dolor de estar tan gorda
user0388,390128594b3f,anorexia,"otra día más que se vuelve a repetir... tengo frio en pleno invierno siento mi corazón latiendo todo el tiempo, solo tomo agua"
user0389,2d3696b29ae4,anorexia,sientes vergüenza y al probarte vestidos te rayas nosonsoloespejismos
user0390,26db316dd638,anorexia,a los gordos no los quiere nadie... proana thinspo
user0391,ca5744994573,control,¿por qué tienen tanto éxito las páginas ana y mía? anorexia bulimia
user0392,b4df20966d3b,anorexia,segundo día de ayuno.. reto15dias
user0393,17e7cfd6710e,anorexia,¿se acuerdan de los tennis que cuando caminabas prendían? pues los míos nunca prendieron porque yo no pesaba. thinspiration
user0394,9b6eff4adeb4,anorexia,recién me levanto de una siesta que la verdad valió la pena porque estaba con hambre y así pasé un rato largo sin tragar... ana mia anorexia bulimia proana promia ed tca
user0395,daa6c40baa9e,anorexia,"dos dias rompí la dieta de manera hermosa y ahora me siento fatal, pero lo tragado quien me lo quita. jajaja"
user0396,f2f5c2ba72dd,anorexia,no puedo seguir muriendo lentamente. anorexia bulimia
user0397,766612d68655,anorexia,algún consejo para um abdomen plano ? instachile instalike deporte
user0398,5fefc1270724,anorexia,"mi abuela haciéndome la intriga de que yo no como por días, ya va a mandar a llamar al doctor d"
user0399,8e855a7dc3b7,anorexia,hace 4 años que la abandone... y porfin hoy empece desde cero a ser princesa no fue mucho..pero..por algo se empieza
user0400,b211cf2fcd4f,anorexia,en sabes que fallaste cuando has comido
user0401,85d894fad197,anorexia,si isieran una fila de a quien le doy asco... seria la primera en la fila y mi familia la segunda.... malditavida
user0402,73bcdc514981,anorexia,este aliento a estómago vacío. proana anorexia
user0403,d7bc15e98da5,anorexia,jajaja y sus consecuencias _ el ser humano siempre hace las cosas sin saber lo que vendra ush a recuperarme ps no hay de otra.
user0404,34dec7293d7a,control,mejorando el pace por medio minuto.. excelente workout fit saludable salud runner running correr health panamarunners boldrunners panama
user0405,1ffd75f6b2d0,anorexia,"¿por qué el ideal de belleza que se transmite es de delgadez, de infrapeso? anorexia bulimia belleza"
user0406,bcc6c6fda581,anorexia,has vivido alguna vez esa sensacion d despertar en la manana y sentirte triste y cansada de saber q debes sobrevivir otro dia mas
user0407,ab574f83739c,anorexia,comer no es bueno princesas
user0408,a186173a8f83,anorexia,amputándome una pierna para poder alcanzar mi peso ideal
user0409,50f1a9cf0b54,control,"el desayuno, mi comida preferida del día hay que ir cogiendo fuerzas aguacate tomate aceite coffee cafe rawfood raw nutriciondeportiva healthyfood nutrition nutricion nutritionist breakfast desayuno delicious lomejordeldia yummy"
user0410,7891f70854e2,control,buenas noches! hora de cenar! dieta
user0411,6213c340e0bb,anorexia,en la piscina no me bañaba ni me quitaba la ropa porque estaba muy insegura testimonio anorexia bulimia
user0412,b6784157688a,anorexia,"lo que hoy parece un sacrificio, mañana será el mayor logro de tu vida. no te rindas. frases frasesanaymia"
user0413,d0db50056ee5,anorexia,ser una princesa cuesta
user0414,985f2f49271e,anorexia,¿que huesos te gustan más? proana thinspo
user0415,7594a3cf1ffc,control,anchoas caseras para un desayuno rico en omega 3 lowcarbdiet alimentacionsaludable adelgazar dieta realfooding
user0416,d480d0ae66c4,anorexia,"tengo hambre y no tengo sueño, y si mejor muero para no comer, se puede dios?, si gracias ana mia bulimia anorexia proana promia"
user0417,ad2e2dd931ce,anorexia,"no lo intentes, solo hazlo.anorexia bulimia"
user0418,2ba34a50552a,control,nunca te des por vencido gracias revista runnin. excelente frase nunca dejes de correr si se puede runningteamsuperacion salud healthylifestyle healthyfood ejercicios motivation yoelegicorrer runningteamsuperacion
user0419,586aed74c733,anorexia,por qué esta sociedad aplaude la cultura de la delgadez y nos insiste en ella en verano? anorexia bulimia
user0420,1bc52dfa22c0,control,"comenzamos nuestro proyecto de alimentación realfooding en el ace, queremos aprender a comer con"
user0421,0d714ae50feb,control,fitness con propósito. compra tu boleta ya en y unete a la vision de la fundación cathy salguero sanando la vida de un niño fundacion niños colombia
user0422,b3abad8f2f9d,control,así han probado hoy los distintos aceites nuestrosas alumnosas en el comedor. no han dejado ni un trocito de pan mojando en el plato. sodexo dietamediterránea megustaelcampohermoso ceip campohermoso at ceip campohermoso
user0423,7a088fcb499d,control,"festivo día en el que puedes entrenar, irte a pasear e incluso de senderismo acompañado a ser posible y con comida saludable. no excusas. si oportunidades. sevillahoy salud saludybienestar saludable nutrición fitnessaddict fitnesslife"
user0424,c7c3ba0e010c,anorexia,"hoy ha sido un día asqueroso, mis amigas pasan de mí y creo que hasta me critican y encima me veo mucho mas gorda aagg... ayudaa"
user0425,19c429cd060d,anorexia,"quiero ser delgada, encantadora, etc ... thinspo ana"
user0426,6c983fc37e23,control,"poco más que decir... supera tus excusas y fortalece tu voluntad. si tienes un objetivo, no te conviertas en tu enemigo. vamos a por ello!! .... ... backtohuman health fit naturaleza crossfit addict entrenamiento workout cardio"
user0427,26bf6646a94a,anorexia,4 días y menos de 1000 calorías diarias.
user0428,33354b830c47,anorexia,llevo 26 horas de ayuno. thinspo
user0429,84975fec41cf,anorexia,segundo día de ayuno completado
user0430,43f10e61b926,control,"bajardepeso orégano propiedades, beneficios y su uso en la cocina"
user0431,9fefaa822e19,control,"prueba nuestra pizzacarbonara con salsa carbonara, mozzarella, cebolla fresca, bacon, champiñones y extra de mozzarella... mmm... . . . valdemoro pizzaday pizzatime pizza food foodie foodieaddicts pizzeria pizzaadomicilio carbonara pizzeriacarlosvaldemoro"
user0432,2079fcb3af18,control,mi desayuno de hoy yogur griego natural con kiwi y galletas de cacao de y avena.
user0433,5e3627f69850,control,molleja a la plancha para bajar la panza y acelerar la reducción de grasa mira el video completo adelgazar alimentacionsana cocinasaludable comerbien comersano comidafitness comidasaludable comidasana dietasana paleodiet proteina
user0434,323ca8a500d3,anorexia,gym todo por llegar a la perfeccion misamigas
user0435,3b9bdcac4e90,anorexia,lo haces y punto. ayuno thinspo
user0436,ac040d24dc61,anorexia,una vez caes en los brazos de ana y mía siempre las llevarás contigo. la clave está en no permitir que ellas controlen tu vida. es difícil pero no imposible. ana mia staystrong keepfighting
user0437,60af8d0d9ef0,anorexia,"comer y vomitar quería comerlo todo, probar todo lo que en meses me había negado anorexiaybulimia tca"
user0438,44e5c66e7c9f,control,"el cuerpo que busca devora proteínas, el cerebro es pura proteína. se comen literalmente tu cerebro. ¿es eso perfección?"
user0439,5426ca623ca7,control,"mi más sincera enhorabuena a por su iniciativa . según he podido saber, hoy a las 12pm habrá conseguido su objetivo todos los españoles saldremos de matrix y comeremos comida real mientras suenan las 12 campanadas. ya puede retirarse tranquilo."
user0440,18e72d1332e0,anorexia,no me he pesado pero juro que en un mes volveré a ser el juan de 57 kilos de antes vuelvan a mi porfa
user0441,764499ff1e24,anorexia,la felicidad es darte cuenta del tiempo que llevas sin acordarte de esta enfermedad anorexia thinspo
user0442,7a0d0d6c9b12,control,¿quieres una comida ligera? este platillo es ideal para ti. disfruta de una deliciosa ensalada solo en parcela 70. conoce nuestro menú comidagourmet restaurant restaurante restaurantemexicano
user0443,4a0848b5375d,control,"debo tener cara de ultraprocesado porque me han echado del grupo de fb de realfood. he intentado publicar enlace a la app. al ver que no lo aceptaban, les he pedido explicaciones. y en su lugar he recibido la expulsión del grupo. ing"
user0444,6c951b19172c,anorexia,"creo que el que no lo sufre no sabe de lo que se trata, no es tan sencillo como parece"
user0445,e93a19c447f1,anorexia,tengo hambre pero no las puedo refrudar ahora
user0446,8e059f030535,anorexia,me siento mal de nuevo porque me siento cada día más gorda y no paro de comer ya fue mejoresamigas
user0447,3abeaba1dcff,anorexia,"comí demasiado, enséñenme a vomitar"
user0448,940ca30a1733,anorexia,"solo quieres un cuerpo bonito, que te miren con otros ojos y reconozcan tu tipo. sad cat suicide"
user0449,9f24679bc2df,anorexia,todas las que tenemos un tca amamos la comida lo que odiamos es nuestro desgraciado cuerpo
user0450,590b3e4df71f,anorexia,otro día más que se vuelve a repetir cuando me miro al espejo. otro día más que no he vuelto a sonreír por este horrible tormento.
user0451,926bb5b82331,anorexia,lavense los dientes mucho para que no les den ganas de comer y aparte no sean puercas no mamen tip anatips anamia
user0452,c86984e1aae1,anorexia,"inspiración princesas, no abandonéis ana mia thinspo thinspiration porque no puedo ser como ellas? en vez de ser una gorda"
user0453,9cc97a9c7790,control,"rt todavía piensas que comer sano es aburrido? hoy para comer, una deliciosa berenjena a la parmesana!! ing vidasana habitosaludables cadiz sindietas perderpeso"
user0454,33037e5a479e,control,sin darse la cabeza contra la pared uno no crece! lo importante es aprender y seguir! mcm wcw fitfam fitspo transformationtuesday quote quotes inspiring
user0455,0f056b103eab,anorexia,las tallas de la ropa ggorda mme mato de ambre por bajar chchingada madre no me entra
user0456,1744de8e4ef9,control,el ya no sabe cómo ganar adeptos
user0457,bc175640ffd3,anorexia,"querida princess. sé que en el fondo querés dejar a . ¿te digo algo? 30 lo logra. sos fuerte y hermosa, y jesús puede ayudarte."
user0458,80d9f2050e4d,anorexia,las chicas bonitas no comen. thinspiration donteat
user0459,86d3eb6df4b4,anorexia,"me di un atracón con chipa y torta de ricota, por suerte mia me ayudó ana mia anorexia bulimia proana promia ed tca"
user0460,a6fa00a839fc,anorexia,"sexto día completo, los días han sido tan duros pero sigo en pie y no me rendiré. rexybill"
user0461,d9b53d7fe0de,control,"¿qué tal va el viernes? por aquí de lujo, mirar... . . hamburguesa de cerdo. arroz basmati con tomate. arrozbasmati tomatefrito hamburguesa viernes comidasana"
user0462,cf0f527a8227,control,"macarrones integrales con queso, cebolla, huevo, tomate y atún. un clásico que siempre triunfa. . . . pasta macarrones integral queso atún huevo cebolla er sunday domingo simplementemicocina blog blogger enfami"
user0463,2d21d4ba1cd3,control,yogur griego y fresas buenas noches en peace! . . . fruitlover fruit ensaladadefrutas mágia instamagic postre er postresaludable instafood instafruit
user0464,da929aa345b9,anorexia,"quisieras, ya subí de nuevo esos pinches 5 kilos que baje hace una semana necesito"
user0465,28beaa8d571e,anorexia,"cero comida, puro líquido"
user0466,ac80b7898466,control,"para que los hombros no sufran cuando nadas hay que seguir una serie de parámetros. la rotación del cuerpo es importante para facilitar la postura sin necesidad de hacer movimientos algo rígidos, lo que conduce a lesiones ejercicio natacion tip"
user0467,6b4e420fd2e1,anorexia,"odio mi vida, doy asco! thinspiration thinspo ana"
user0468,9d210e98c131,control,ustedes saben que? llevo 2 horas tratando d comer... la comida no va ni a mitad y ya estoy jarta... cuántas libras rebajé? es pa saber si ya puedo usar los hashtags fit y todo eso
user0469,a400815f5779,anorexia,"estoy en contra de . si quieres ser perfecta come equilibrado, hay otras formas. siendo como ellas te vuelves imperfecta e idiota."
user0470,8593760ac6f3,control,la desinformación estética va más allá. siguen siendo tendencia con el objetivo de enfermizar. tca psicologia barcelona
user0471,2ca6996d59cf,anorexia,lista para iniciar el dia xd ok falta para ir al cole 3 será volver a la cinta vientre plano voy por ti
user0472,085cce5abc29,anorexia,jajajaja por eso ya soy del club de cuerpodepelota
user0473,bca2bc701a4c,control,"conclusión si el objetivo es la salud lo más cercano al 100 si es aumento constante de hipertrofia contar calorías e introducir,estratégicamente, ultraprocesados discrepo que la 1ª solo cree cuerpo fofisano gimnasio enforma"
user0474,b5b0ddccb700,control,garbanzos salteados con champiñones y huevo. rápido y sencillo er ing
user0475,ef7ac58013d0,control,por favor omitan mis ojeras addict legday fitgirl girl fitlife gym gimnasio pierna abs
user0476,935ae5e90647,control,"comer de taper es sinónimo de saludable, fácil y económico . . hoy patata , tortilla y brócoli . . nutricionista dietista taper instafood instaeat comidasana saludable"
user0477,88645e255144,control,"sintetiza los aminoácidos, nos ayuda a tratar las lesiones, beneficia el flujo sanguíneo y favorece el desarrollo muscular. . . energia pro beastmode gym aesthetics sports"
user0478,f23ab4468cf1,anorexia,mi vida es una mierda literal solovomita princesasenproceso queascomedoy !!
user0479,059bb5b411a7,anorexia,unas d mis frases de vida un poco menos q ayer pesocomidaganas de vivir etc.... dieta streme
user0480,b2a9a745c191,control,ya está la mesa puesta. sundayfood domingosencasa behappy
user0481,5d455e4e4844,control,me acaban de decir en el grupo de ing que las sardinas en aceite de oliva y caballa que son ultraprocesado yo ya me bajo de la vida
user0482,654f529d7ca7,control,"con éste frío.....¿nos apetece una sopita caliente?. os dejo en igtv el vídeo de cómo he preparado mi sopa de verduras , cúrcuma jengibre y tofu. pasaros por allí comentarme que os ha parecido. . . . . comida comidasana food foodporn veg"
user0483,2f6ef168dee8,anorexia,sera que detrás de todas esas cuentas les sirviera como para haber bajado de peso o siguen igual de gordas vía
user0484,d3e5a2017b0f,control,bajardepeso corre más y mejor cinco ejercicios de entrenamiento funcional que no pueden faltarte si eres runner
user0485,20604767f68e,control,nada si no hay que hacer ponga a caminar despeje su mente aclare sus ideas gym motivation life addict trainer lifestyle goals
user0486,b8800fc029dd,anorexia,y yo gritare al fin soy feliz soledad suicida depresion cortes autoleciones mifelicidad alfin
user0487,ccdc1b079e69,anorexia,nunca voy a estar conforme conmigo misma
user0488,e05a495adce3,anorexia,"si, duele el tener hambre. pero duele mas ser gorda."
user0489,0cdf994a8920,anorexia,hasta que mí orgullo alcance el punto máximo. hasta qué mis huesos se noten. hasta que mí cabeza sea más grande que mí cuerpo entero. hasta llegar a ser nada. hasta morir depresion killme hastaloshuesos
user0490,0387e1a9b2cf,control,todavía no sabes que comer hoy... pues deja que te ayude te propongo de primero esta rica ensalada de pimientos asados... receta recetas ensalada pimientos comida menú felizjueves pimientos
user0491,d44b4cf02a28,control,qué más se puede pedir? er ing
user0492,97d65684a46d,anorexia,"que lindo saber que estas vacía por dentro, sin ninguna caloría de más. ana mia anorexica bulimica"
user0493,1f6276fa6156,anorexia,"nadie puede entender lo que pasa dentro nuestro, y que tan solo es un estilo de vida, algo que nosotras elegimos"
user0494,70072034b516,anorexia,soy una gorda de mierda
user0495,4e5b963c0b39,control,después de unos días de excesos con las comidas navideñas lo mejor es añadir unas dosis extras de frutas y verduras. y si son de mejor que mejor!! mercadodelapaz mercadosdemadrid frutasyverduras fruteria dietasana comefruta comeverduras
user0496,1b8750e2044a,control,"1 huevo, 30 gr d copos d avena, 1 platano, una pizca d levadura y una onza de chocolate negro 81. 3 minutos al microondas. llámalo bizcochito, mugcake, chuskei, magdalenón o como quieras. pero es"
user0497,cd174df77b6a,control,"¿tus hijos son adolescentes sedentarios? promover la actividad física es un deber de cada família. ¡anima a tus hij a disfrutar, divertirse y hacer ejercicio!clases especiales de zumba fitness adolescentes miércoles 18h. whatssap 634530058 castingediae zumba"
user0498,d0339556594d,control,¿sabiasque el pimiento contiene más vitaminac que la naranja? el pimientorojo tiene casi 3 veces más de vitamina c que la naranja . este invierno incluye pimiento en tu dieta. mecomounpimiento rebajas healthyfood eco vitaminac
user0499,19249273cff7,control,usos de la canela para la belleza y la salud carla diaz agua tea té adelgazar bebidas metabolismo deshidratacion hidratacion
user0500,c3d7c2fc9f9f,anorexia,"todaaaa mi familia comiendo, yo aquí con ustedes en la habitación siendo fuertes, no debo arruinar el día! 3"
user0501,8b72d54a4880,anorexia,"40k., un kilo menos y meta cumplida!! anaforever ana skinnylegs"
user0502,3c82cafc09d1,control,rebajas que muestran una imagen imposible de la mujer real anorexia delgadez
user0503,8c5d3bb6afc5,anorexia,no creas que eres la unica. somos unos cuantos que luchamos contra ese maldito plato de mierda. proana promia
user0504,9d1d356a3294,control,¿a o b?¿qué opinas sobre la realidad a la hora de perder peso? dime algo en los comentarios. perderpeso laultimadieta dieta nutricion nutricionista habito habitossaludables dietas dietista cambiodementalidad tupuedes objetivos comebien er salud
user0505,fe5930dee4cd,control,cómo es que no existen leyes para cerrar webs que inducen a la anorexia? proana promia
user0506,260c2bef6e79,anorexia,aún me siento re dopado de tantas pastillas q tome anoche y tengo que encarar el laburo coldprince xanax high dope atjob
user0507,11b507efaa36,control,"gran parte del secreto de nuestro éxito se debe a un equipo profesional, entregado y enamorado de su trabajo. ¡un brindis por ellos! reservas y 91 828 95 88 . . . bacheresta madrid chamberi restaurante chef"
user0508,3f6688f89496,control,es esencial encontrar el equilibrio entre una buena dieta y la práctica de ejercicio físico salud deprote
user0509,996e00d45ddc,anorexia,tomen un litro de agua antes de cada comida y van a tener menos hambre para estar flaquitas francisientatips tiny
user0510,b331fd306af7,control,quema grasa con estos ejercicios de alta intensidad ejercicio
user0511,529272fb3c8e,anorexia,no es lo mismo usar un buzo de talle 3 suelto que talle 1 thin claviculas thinsgap thinspo outfit
user0512,03fdd00e0a29,control,¿ese papel te lo has hecho tú? me gusta y creo que me haré algo similar en mi nueva casa. un truco que tengo yo es seguir cuentas de nutricionistas que se rigen por la me ayuda muchísimo a seleccionar productos de calidad y desechar lo que es azucaca
user0513,5694dd8a323f,control,"muy de acuerdo contigo. existe la creencia totalmente equivocada que todo lo que viene de la industria alimentaria no es sano o no es y se opta por elaboraciones caseras menos seguras y muchas veces, menos saludables."
user0514,66733a1a83d5,control,mi plato de harvard deconstruído para comer en el trabajo menjarsaludable veggie
user0515,555432ec3998,anorexia,mi mamá me dijo ven a almorzar pero ya comí al desayuno y no pienso vomitar dos veces en el dia
user0516,b14a8693b310,anorexia,suicidegirls haters ser quien quieras no deberia de importarle a los demás al fin y al cabo cada quien se mata a su manera
user0517,4ed8cfd895e7,anorexia,me siento llena y eso me da mucho asco... ana mia anorexia bulimia proana promia ed
user0518,cbbbbfec8181,control,like todos los que me siguen
user0519,4d9fcc9dd3b1,anorexia,cuando cenen ligero tomen mucha agua para sentirse llenas y se duermen para que ya no les de hambre hasta el otro dia tip anatips
user0520,7412d51660dd,control,por fin es lunes no dejes que el bluemonday te haga empezar la semana con mal pie. un buen café tostadas y nuestros zumosnaturales te darán toda la energía que necesitas para empezar la semana a tope centralparkleon desayuno healthy leonesp
user0521,61c58d962af3,anorexia,tengo tanto hambre que me duele el estomago y no se si podré aguantar mas ptm anamia
user0522,70f28072608b,control,"ganas de comer algo dulce, mira esta receta de budin de pan reducido en calorias vegetarian eat easyrecipes foodpics glutenfree lifestyle diet kitchen vegetables foodblogger motivation recetas food nutricion"
user0523,faa46fe98b2c,anorexia,tengo hambre pero no tengo ganas de comer
user0524,7be352295ac5,anorexia,"crónicas de una bulímica galletas de chocolate,tarta de queso,barritas de chocolate..una vomitona y 5 laxantes. queguaysoy ed"
user0525,aa864020a943,anorexia,un accesorio hermoso y perfecto. collarbones thinspiration
user0526,c81661c7ad2b,anorexia,ojalá las fans no me vomiten por los tweets q estoy poniendo ah bueno y tampoco nos olvidemos de los anoymio basta si jaj
user0527,f74cc666ec6e,control,cuando una imagen vale más que mil palabras... salud eatclean exercise motivation fitlife fit training bodybuilder health healthyfood fitfam workout gym
user0528,79acf774fd10,anorexia,llega la noche y estas fotos.. coldprince proana promia anorexia bulimia depresion grunge depressed suicide suicidal yonki cocaine satanic satan
user0529,85f769512528,anorexia,secretos mi mente es un infierno de frases hirientes q me demuestran q no para todos es la vida
user0530,84a342b2bfd1,control,cena saludable y rapidita. ¿quién no disfrutaría de comer así? sevillahoy salud saludable saludpública ing dieta nutrición
user0531,5fe13f17a437,control,alimentación equilibrada es aquella que incluye una diversidad suficiente de alimentos en las cantidades adecuadas. en parcela 70 encontrarás las mejores ensaladas del valle. comidagourmet restaurant restaurante restaurantemexicano comidas ensenada
user0532,46ff1fbea620,anorexia,por tener un cuerpo delgadoperfecto ya no comeré haré más ejercicio solo tomare agua y masticare chicles
user0533,2076f72e8472,control,expertos en nutrición opinan sobre una tendencia de alimentación que reivindican la comida de nuestras abuelas. comudadesiempre
user0534,6bf88a13c37f,anorexia,¿soy la única a la que después de vomitar por mucho que se limpie las manos le apestan los tres dedos a vomito? bulimia bulimicgirl bulimic anorexia anorexiaeetclub anorexic proana promia tca ed
user0535,672e187017a3,control,me alegro de que se tomen medidas contra algunos en twitter pero a ver sí empiezan a tomarlas también con
user0536,3990f62a3dc6,control,la cara oculta de los trastornos alimenticios en las redes sociales... anorexia bulimia
user0537,79e73a00bb8d,anorexia,necesitaría ir dejando de comer antes de ir a acostarme
user0538,fb218e18f999,anorexia,"el día en que una marca ponga tallas normales con las que se pueda identificar, triunfará anorexia"
user0539,5042206b1637,anorexia,no busco suicidarme si hacerme el daño suficiente para que el destino se encarge de eso cruelverdad
user0540,a5bba08b2fcd,anorexia,"evita las comidas familiares, falta de apetito y rechaza las comidas calóricas... anorexia bulimia"
user0541,9bc33b04c111,anorexia,"si hay que morir... tarde o temprano hay que conseguirlo,me da igual morir en el intento cicatrices"
user0542,3f8884d08026,control,recuerdo el momento en que elegí pedir ayuda a gritos... testimonio anorexia bulimia
user0543,8f0b5c8a4091,control,echando fuera un poquito de mala leche con mis amiguitas wednesday gym fit girl fitgirl press picoftheday chest chestpress weightlifting en
user0544,d8da721a1ab7,control,"mas que poder es, es creer en lo que no es posible. . . . . . . . . . . . . . . . . . . . . love photooftheday socialite instagood followforfollowback follow food"
user0545,4081e0f0f052,anorexia,"tengo mareos, me duele la cabeza, me tiemblan los brazos y piernas, pero con todo eso seguiré mi ayuno, no me rendiré. rexybill"
user0546,9bcd09d284bd,anorexia,"aveces quiero tirar la toalla, pero algo dentro de mi dice, no comas, sigue, pronto seras delgado. rexybill"
user0547,def40b9b712f,anorexia,"increíble, reír es bueno para adelgazar. los efectos quemagrasas de la risa equivalen a una sesión de ejercicios aeróbicos intensos."
user0548,8c839b17873d,anorexia,"transpire como una cerda, no me extraña, si eso soy ana mia anorexia bulimia proana promia ed tca"
user0549,89a948498877,control,"yo al final no entiendo nada si haces una dieta alcalina mal, no existen los superalimentos, los detox no desintoxican nada, no hay alimentos que limpien para eso se encargan los organos del cuerpo, etc. ahora, lo del si mola, porque claro, hay comida real y falsa..."
user0550,dd9653b58271,control,"el bacalao sí que es un superalimento y en nuestro blog te apuntamos algunos datos y curiosidades sobre este pescado , genuino rey del mar . . . cadiz pescado bacalao recetas cocina foodie gastronomia comidasana"
user0551,5a913bed6ded,anorexia,"debo organizar mi vida perdí el control por 2 días y debo retomarlo o seguiré siendo un cerdo, gordo y feo rexybill"
user0552,b98b865e3fba,anorexia,cuando me da hambre tomo agua porque
user0553,c6b9accadfc3,control,cuando recibis las compras saludables de los pacientes on line asesoriaonline nutricion saludable healthy medicina eatclean sano saludable perdergrasa
user0554,d8ab97429fdf,anorexia,salir del gimnasio y aunque todo te de vueltas es lo mejor que puede pasarte. eso es por hiciste algo bien. anorexia bulimia
user0555,e952790e752a,control,"esto lo he escrito para todas aquellas personas que necesiten ayuda. a quienes siempre habéis estado ahí, deciros que os quiero. el apoyo es importante cuando uno decide cambiar. ing"
user0556,7bbaa809757d,anorexia,"empezamos tranqui la mañana, voy a quemar 800 a la tarde y ayuno hasta las 19, si puedo lo extiendo todo el día, igual no me voy a exigir, porque si no seguro me voy a dar un atracón ana mia anorexia bulimia proana promia ed tca"
user0557,1af483a17b61,anorexia,el precio de querer ser princesa
user0558,116f2d525c43,control,¿quieres aprender a comer? ¿qué alimentos no deben faltar en tu alimentación? nuestros docentes te forman en nutrición adaptando cada curso a cualquier tipo de negocio. formación
user0559,45aff8e7dbc3,anorexia,no te conformes si no estas asi
user0560,6fa55af338cd,control,el éxito no tiene asuetos. reto30dias uneteamiequipo siyopuedotupuedes
user0561,71cee9fd07ee,anorexia,"ya voy a dejar de comer, lo decidí!!!!"
user0562,04085d43cafb,anorexia,10 kilos menos ... omgggg!!!!
user0563,cca614e884a7,control,no os ralléis con los números que marque la báscula el peso no es lo más importante motivation diet salud eatclean exercise fitlife fit training bodybuilder
user0564,a041a15d1de9,control,"el plátano puede estar un poco denostado ya que en la creencia popular está que engorda mucho, que los diabéticos no pueden comerla, que en dietas no se pueden tomar... y sabéis? nada que ver! nutricion ing comefruta"
user0565,0c84b543c6b7,control,cuando disfrutas de lo que haces y aprendes a hacerlo mejor . . . . wholefood vegan plantbased nutrition healthy glutenfree healthylifestyle dairyfree
user0566,9db1428d3f7b,control,el tupper para comer hoy en el curro lasaña de cerdo agridulce menjarsaludable vegan
user0567,5e0b87dc303f,anorexia,si mido 170 cm cuánto debería pesar para ser una princesa?? princesa ana mia depresion anorexia bulimia
user0568,a8a7aa47d5e9,anorexia,y cuando sea bonita sere libre gorda fea obesa libertad
user0569,35283d40efc9,control,comer es una habilidad innata que la publicidad de la industria alimentaria y nuestras creencias limitantes han complicado demasiado hoy en el taller práctico presencial de babyledweaning blw lowcarb nutricioninfantil blwideas...
user0570,f87a7aca15cc,anorexia,"que me veo bien, que quisieran tener mi cuerpo .. si supieran por este horrible tormento en el que me tienen"
user0571,f2b417047de5,anorexia,"cortarme por cada vez que como es lo mejor, es darme cuenta de las veces que no tuve que a ver comido"
user0572,201d4fbb06a0,control,"viendo esto hay que replantearse bien lo que uno come. no, a la comidaprocesada"
user0573,c85e3c8f7f37,control,eso te pasa por comer ultraprocesados!
user0574,2f912637132d,control,resultado final del pan que hice ayer. es súper rápido de hacer y está buenísimo. pasaros por igtv allí tenéis la receta completa. feliz lunes a todas mis chicas . . . . lunes pan agucate avocado receta food comidasana saludable hea
user0575,0c0c6afa21b0,anorexia,"una taza de te de frutos rojos y galletas de avena, un vaso de agua como desayuno. breakfast proaym capotip"
user0576,07b66cc03aff,control,tca bulimia 9 síntomas para reconocerla. adolescentes stoptca mia padres
user0577,cd3def3f9e21,anorexia,hoy es lunes de thinspo delgadaquieroser lunes
user0578,c4a6504c9991,anorexia,3.5 km de trote y no puedo perdonarme ese maldito chocolate que me venció culpa gorda
user0579,e3055cb3b491,control,la cara que se me queda después de leer etiquetas de productos que no comida que le venden a la gente como super healthy . . comida leelasetiquetas photography
